InitParticles67000, 67000, 38022.8, 0
InitParticles68000, 68000, 39674.1, 0
InitParticles69000, 69000, 41444.9, 0
InitParticles7000, 7000, 286.588, 0
InitParticles70000, 70000, 42312.8, 0
InitParticles71000, 71000, 44389.5, 0
InitParticles72000, 72000, 46022, 0
InitParticles73000, 73000, 47213.2, 0
InitParticles74000, 74000, 49778.2, 0
InitParticles75000, 75000, 50976.8, 0
InitParticles76000, 76000, 52640.5, 0
InitParticles77000, 77000, 55461.7, 0
InitParticles78000, 78000, 56831.9, 0
InitParticles79000, 79000, 58483.9, 0
InitParticles8000, 8000, 354.419, 0
InitParticles80000, 80000, 59701.6, 0
InitParticles81000, 81000, 62843.3, 0
InitParticles82000, 82000, 64914.7, 0
InitParticles83000, 83000, 65274, 0
InitParticles84000, 84000, 70359.2, 0
InitParticles85000, 85000, 72288.2, 0
InitParticles86000, 86000, 73969.9, 0
InitParticles87000, 87000, 77100.2, 0
InitParticles88000, 88000, 79867, 0
InitParticles89000, 89000, 80469.8, 0
InitParticles9000, 9000, 442.733, 0
InitParticles90000, 90000, 82947.4, 0
InitParticles91000, 91000, 84507.2, 0
InitParticles92000, 92000, 87797.1, 0
InitParticles93000, 93000, 91297.8, 0
InitParticles94000, 94000, 92572.7, 0
InitParticles95000, 95000, 120966, 0
InitParticles96000, 96000, 122065, 0
InitParticles97000, 97000, 124966, 0
InitParticles98000, 98000, 126505, 0
InitParticles99000, 99000, 132679, 0
updateWithBvh1000, 1000, 10.2547, 76.008
updateWithBvh10000, 10000, 331.5, 760.008
updateWithBvh11000, 11000, 766.961, 836.008
updateWithBvh12000, 12000, 907.375, 912.008
updateWithBvh13000, 13000, 1005.32, 988.008
updateWithBvh14000, 14000, 1157.03, 1064.01
updateWithBvh15000, 15000, 1318.37, 1140.01
updateWithBvh16000, 16000, 1508.52, 1216.01
updateWithBvh17000, 17000, 1719.15, 1292.01
updateWithBvh18000, 18000, 1902.77, 1368.01
updateWithBvh19000, 19000, 2081.44, 1444.01
updateWithBvh2000, 2000, 22.0809, 152.008
updateWithBvh20000, 20000, 2289.5, 1520.01
updateWithBvh21000, 21000, 2503.67, 1596.01
updateWithBvh22000, 22000, 2716.7, 1672.01
updateWithBvh23000, 23000, 3090.48, 1748.01
updateWithBvh24000, 24000, 3258.71, 1824.01
updateWithBvh25000, 25000, 3522.43, 1900.01
updateWithBvh26000, 26000, 3953.9, 1976.01
updateWithBvh27000, 27000, 4111.02, 2052.01
updateWithBvh28000, 28000, 4590.43, 2128.01
updateWithBvh29000, 29000, 4710.93, 2204.01
updateWithBvh3000, 3000, 50.2529, 228.008
updateWithBvh30000, 30000, 5074.13, 2280.01
updateWithBvh31000, 31000, 5426.8, 2356.01
updateWithBvh32000, 32000, 5767.15, 2432.01
updateWithBvh33000, 33000, 6045.25, 2508.01
updateWithBvh34000, 34000, 6414.05, 2584.01
updateWithBvh35000, 35000, 7421.76, 2660.01
updateWithBvh36000, 36000, 7275.71, 2736.01
updateWithBvh37000, 37000, 7818.39, 2812.01
updateWithBvh38000, 38000, 7967.45, 2888.01
updateWithBvh39000, 39000, 8463.5, 2964.01
updateWithBvh4000, 4000, 69.5851, 304.008
updateWithBvh40000, 40000, 8835.26, 3040.01
updateWithBvh41000, 41000, 9394.65, 3116.01
updateWithBvh42000, 42000, 9590.13, 3192.01
updateWithBvh43000, 43000, 10348.2, 3268.01
updateWithBvh44000, 44000, 10551.7, 3344.01
updateWithBvh45000, 45000, 11202.7, 3420.01
updateWithBvh46000, 46000, 11768.8, 3496.01
updateWithBvh47000, 47000, 12121.1, 3572.01
updateWithBvh48000, 48000, 12611.7, 3648.01
updateWithBvh49000, 49000, 13139.8, 3724.01
updateWithBvh5000, 5000, 96.3572, 380.008
updateWithBvh50000, 50000, 13719.9, 3800.01
updateWithBvh51000, 51000, 14335.3, 3876.01
updateWithBvh52000, 52000, 14889.9, 3952.01
updateWithBvh53000, 53000, 15470.7, 4028.01
updateWithBvh54000, 54000, 16115.2, 4104.01
updateWithBvh55000, 55000, 16458.3, 4180.01
updateWithBvh56000, 56000, 17238.7, 4256.01
updateWithBvh57000, 57000, 17885.4, 4332.01
updateWithBvh58000, 58000, 18502.4, 4408.01
updateWithBvh59000, 59000, 19068.9, 4484.01
updateWithBvh6000, 6000, 225.353, 456.008
updateWithBvh60000, 60000, 19799.8, 4560.01
updateWithBvh61000, 61000, 20373.4, 4636.01
updateWithBvh62000, 62000, 20843.8, 4712.01
updateWithBvh63000, 63000, 21613.9, 4788.01
updateWithBvh64000, 64000, 22231.8, 4864.01
updateWithBvh65000, 65000, 23016.4, 4940.01
updateWithBvh66000, 66000, 23815.9, 5016.01
updateWithBvh67000, 67000, 24516.8, 5092.01
updateWithBvh68000, 68000, 25227.7, 5168.01
updateWithBvh69000, 69000, 26119.7, 5244.01
updateWithBvh7000, 7000, 185.899, 532.008
updateWithBvh70000, 70000, 26757.2, 5320.01
updateWithBvh71000, 71000, 27500, 5396.01
updateWithBvh72000, 72000, 28238.2, 5472.01
updateWithBvh73000, 73000, 28916.8, 5548.01
updateWithBvh74000, 74000, 29832, 5624.01
updateWithBvh75000, 75000, 30866.1, 5700.01
updateWithBvh76000, 76000, 31343.3, 5776.01
updateWithBvh77000, 77000, 32438.1, 5852.01
updateWithBvh78000, 78000, 32754.8, 5928.01
updateWithBvh79000, 79000, 33708.9, 6004.01
updateWithBvh8000, 8000, 394.521, 608.008
updateWithBvh80000, 80000, 34739.6, 6080.01
updateWithBvh81000, 81000, 35411.8, 6156.01
updateWithBvh82000, 82000, 36412.2, 6232.01
updateWithBvh83000, 83000, 37373.9, 6308.01
updateWithBvh84000, 84000, 38065.6, 6384.01
updateWithBvh85000, 85000, 39261.3, 6460.01
updateWithBvh86000, 86000, 40276.2, 6536.01
updateWithBvh87000, 87000, 40709.5, 6612.01
updateWithBvh88000, 88000, 42045.6, 6688.01
updateWithBvh89000, 89000, 42578.8, 6764.01
updateWithBvh9000, 9000, 472.366, 684.008
updateWithBvh90000, 90000, 43670.6, 6840.01
updateWithBvh91000, 91000, 45044.9, 6916.01
updateWithBvh92000, 92000, 46085.6, 6992.01
updateWithBvh93000, 93000, 47050.9, 7068.01
updateWithBvh94000, 94000, 47675.7, 7144.01
updateWithBvh95000, 95000, 50645.8, 7220.01
updateWithBvh96000, 96000, 50741.8, 7296.01
updateWithBvh97000, 97000, 51633.2, 7372.01
updateWithBvh98000, 98000, 53598.3, 7448.01
updateWithBvh99000, 99000, 54038.7, 7524.01
updateWithGrid1000, 1000, 26.143, 9.016
updateWithGrid10000, 10000, 818.086, 90.016
updateWithGrid11000, 11000, 997.563, 99.016
updateWithGrid12000, 12000, 1198.63, 108.016
updateWithGrid13000, 13000, 1310.45, 117.016
updateWithGrid14000, 14000, 1509.24, 126.016
updateWithGrid15000, 15000, 1645.78, 135.016
updateWithGrid16000, 16000, 1902.85, 144.016
updateWithGrid17000, 17000, 2135.46, 153.016
updateWithGrid18000, 18000, 2362.07, 162.016
updateWithGrid19000, 19000, 2636.32, 171.016
updateWithGrid2000, 2000, 61.6377, 18.016
updateWithGrid20000, 20000, 2941.99, 180.016
updateWithGrid21000, 21000, 3140.5, 189.016
updateWithGrid22000, 22000, 3494.11, 198.016
updateWithGrid23000, 23000, 3724.68, 207.016
updateWithGrid24000, 24000, 4091.22, 216.016
updateWithGrid25000, 25000, 4456.86, 225.016
updateWithGrid26000, 26000, 5216.24, 234.016
updateWithGrid27000, 27000, 5655.06, 243.016
updateWithGrid28000, 28000, 5948.63, 252.016
updateWithGrid29000, 29000, 5959.33, 261.016
updateWithGrid3000, 3000, 112.661, 27.016
updateWithGrid30000, 30000, 6431.29, 270.016
updateWithGrid31000, 31000, 6845.95, 279.016
updateWithGrid32000, 32000, 7325.15, 288.016
updateWithGrid33000, 33000, 7798.93, 297.016
updateWithGrid34000, 34000, 8264.99, 306.016
updateWithGrid35000, 35000, 11124.6, 315.016
updateWithGrid36000, 36000, 9427.14, 324.016
updateWithGrid37000, 37000, 9917.47, 333.016
updateWithGrid38000, 38000, 10118.1, 342.016
updateWithGrid39000, 39000, 10699.8, 351.016
updateWithGrid4000, 4000, 166.531, 36.016
updateWithGrid40000, 40000, 11229.9, 360.016
updateWithGrid41000, 41000, 11646.6, 369.016
updateWithGrid42000, 42000, 12290.2, 378.016
updateWithGrid43000, 43000, 12976, 387.016
updateWithGrid44000, 44000, 13501.5, 396.016
updateWithGrid45000, 45000, 14245.5, 405.016
updateWithGrid46000, 46000, 14756.5, 414.016
updateWithGrid47000, 47000, 15340.2, 423.016
updateWithGrid48000, 48000, 16123.5, 432.016
updateWithGrid49000, 49000, 16842, 441.016
updateWithGrid5000, 5000, 261.014, 45.016
updateWithGrid50000, 50000, 17493.7, 450.016
updateWithGrid51000, 51000, 18260.7, 459.016
updateWithGrid52000, 52000, 19082.3, 468.016
updateWithGrid53000, 53000, 20099.3, 477.016
updateWithGrid54000, 54000, 20499, 486.016
updateWithGrid55000, 55000, 21503.8, 495.016
updateWithGrid56000, 56000, 22237.2, 504.016
updateWithGrid57000, 57000, 23026.9, 513.016
updateWithGrid58000, 58000, 23575.7, 522.016
updateWithGrid59000, 59000, 24417.1, 531.016
updateWithGrid6000, 6000, 328.223, 54.016
updateWithGrid60000, 60000, 25380, 540.016
updateWithGrid61000, 61000, 26164.6, 549.016
updateWithGrid62000, 62000, 26986.2, 558.016
updateWithGrid63000, 63000, 28073, 567.016
updateWithGrid64000, 64000, 29049.6, 576.016
updateWithGrid65000, 65000, 29935.5, 585.016
updateWithGrid66000, 66000, 30983.4, 594.016
updateWithGrid67000, 67000, 32055.9, 603.016
updateWithGrid68000, 68000, 32923.2, 612.016
updateWithGrid69000, 69000, 34003, 621.016
updateWithGrid7000, 7000, 438.142, 63.016
updateWithGrid70000, 70000, 34910.8, 630.016
updateWithGrid71000, 71000, 36199.5, 639.016
updateWithGrid72000, 72000, 37154.5, 648.016
updateWithGrid73000, 73000, 38268.2, 657.016
updateWithGrid74000, 74000, 39021.5, 666.016
updateWithGrid75000, 75000, 40241.7, 675.016
updateWithGrid76000, 76000, 41323.4, 684.016
updateWithGrid77000, 77000, 42564.8, 693.016
updateWithGrid78000, 78000, 43708.6, 702.016
updateWithGrid79000, 79000, 44960, 711.016
updateWithGrid8000, 8000, 548.635, 72.016
updateWithGrid80000, 80000, 46076.9, 720.016
updateWithGrid81000, 81000, 47234.5, 729.016
updateWithGrid82000, 82000, 47719.5, 738.016
updateWithGrid83000, 83000, 49077.6, 747.016
updateWithGrid84000, 84000, 50389.7, 756.016
updateWithGrid85000, 85000, 51921.7, 765.016
updateWithGrid86000, 86000, 52846.4, 774.016
updateWithGrid87000, 87000, 54304.2, 783.016
updateWithGrid88000, 88000, 55578.7, 792.016
updateWithGrid89000, 89000, 57266.2, 801.016
updateWithGrid9000, 9000, 682.7, 81.016
updateWithGrid90000, 90000, 58403.3, 810.016
updateWithGrid91000, 91000, 59496.9, 819.016
updateWithGrid92000, 92000, 61198.9, 828.016
updateWithGrid93000, 93000, 62440.4, 837.016
updateWithGrid94000, 94000, 63855.4, 846.016
updateWithGrid95000, 95000, 67142.7, 855.016
updateWithGrid96000, 96000, 70290.7, 864.016
updateWithGrid97000, 97000, 71347.6, 873.016
updateWithGrid98000, 98000, 74707.3, 882.016
updateWithGrid99000, 99000, 74848, 891.016
updateWithQuadTree1000, 1000, 18.5111, 178.792
updateWithQuadTree10000, 10000, 521.644, 499.12
updateWithQuadTree11000, 11000, 616.47, 509.144
updateWithQuadTree12000, 12000, 758.92, 516
updateWithQuadTree13000, 13000, 974.983, 516.712
updateWithQuadTree14000, 14000, 1074.44, 524.336
updateWithQuadTree15000, 15000, 1292.05, 528.888
updateWithQuadTree16000, 16000, 1502.19, 531.232
updateWithQuadTree17000, 17000, 1715.12, 534.824
updateWithQuadTree18000, 18000, 1989.12, 537.072
updateWithQuadTree19000, 19000, 2216.12, 539.416
updateWithQuadTree2000, 2000, 38.0192, 271.952
updateWithQuadTree20000, 20000, 2459.96, 540.608
updateWithQuadTree21000, 21000, 2800.32, 542.664
updateWithQuadTree22000, 22000, 3051.44, 544.816
updateWithQuadTree23000, 23000, 3434.87, 545.72
updateWithQuadTree24000, 24000, 3738.07, 546.912
updateWithQuadTree25000, 25000, 4135.3, 548.584
updateWithQuadTree26000, 26000, 4810.93, 549.392
updateWithQuadTree27000, 27000, 5308.59, 550.776
updateWithQuadTree28000, 28000, 5796.72, 551.584
updateWithQuadTree29000, 29000, 5847.03, 553.064
updateWithQuadTree3000, 3000, 62.7719, 327.384
updateWithQuadTree30000, 30000, 6245.69, 554.16
updateWithQuadTree31000, 31000, 6791.93, 554.872
updateWithQuadTree32000, 32000, 7260.15, 556.256
updateWithQuadTree33000, 33000, 7805.57, 557.256
updateWithQuadTree34000, 34000, 8529.95, 557.968
updateWithQuadTree35000, 35000, 9310.19, 559.16
updateWithQuadTree36000, 36000, 9859.15, 560.256
updateWithQuadTree37000, 37000, 9926.97, 561.16
updateWithQuadTree38000, 38000, 10404.7, 562.256
updateWithQuadTree39000, 39000, 10870.2, 563.256
updateWithQuadTree4000, 4000, 88.1337, 372.448
updateWithQuadTree40000, 40000, 11606.7, 564.256
updateWithQuadTree41000, 41000, 12410.9, 565.256
updateWithQuadTree42000, 42000, 12903.2, 566.256
updateWithQuadTree43000, 43000, 13439.8, 567.256
updateWithQuadTree44000, 44000, 14363.4, 568.256
updateWithQuadTree45000, 45000, 15039.6, 569.256
updateWithQuadTree46000, 46000, 15886, 570.256
updateWithQuadTree47000, 47000, 16726.2, 571.256
updateWithQuadTree48000, 48000, 17412.2, 572.256
updateWithQuadTree49000, 49000, 18291.6, 573.256
updateWithQuadTree5000, 5000, 131.54, 409.928
updateWithQuadTree50000, 50000, 19035.8, 574.256
updateWithQuadTree51000, 51000, 20013.9, 575.256
updateWithQuadTree52000, 52000, 21175.3, 576.256
updateWithQuadTree53000, 53000, 21814, 577.256
updateWithQuadTree54000, 54000, 22646.8, 578.256
updateWithQuadTree55000, 55000, 23601, 579.256
updateWithQuadTree56000, 56000, 24627.4, 580.256
updateWithQuadTree57000, 57000, 25878.2, 581.256
updateWithQuadTree58000, 58000, 26606.7, 582.256
updateWithQuadTree59000, 59000, 27589, 583.256
updateWithQuadTree6000, 6000, 183.482, 438.864
updateWithQuadTree60000, 60000, 28904.6, 584.256
updateWithQuadTree61000, 61000, 30156.1, 585.256
updateWithQuadTree62000, 62000, 30868.9, 586.256
updateWithQuadTree63000, 63000, 32874.7, 587.256
updateWithQuadTree64000, 64000, 33361.1, 588.256
updateWithQuadTree65000, 65000, 35397.9, 589.256
updateWithQuadTree66000, 66000, 36573.1, 590.256
updateWithQuadTree67000, 67000, 38199.7, 591.256
updateWithQuadTree68000, 68000, 39223.4, 592.256
updateWithQuadTree69000, 69000, 41603.2, 593.256
updateWithQuadTree7000, 7000, 243.059, 454.648
updateWithQuadTree70000, 70000, 43119.6, 594.256
updateWithQuadTree71000, 71000, 44680, 595.256
updateWithQuadTree72000, 72000, 46827.4, 596.256
updateWithQuadTree73000, 73000, 46453.5, 597.256
updateWithQuadTree74000, 74000, 52253.4, 598.256
updateWithQuadTree75000, 75000, 50854.8, 599.256
updateWithQuadTree76000, 76000, 53472.3, 600.256
updateWithQuadTree77000, 77000, 55278, 601.256
updateWithQuadTree78000, 78000, 59418.2, 602.256
updateWithQuadTree79000, 79000, 58508.2, 603.256
updateWithQuadTree8000, 8000, 305.276, 474.848
updateWithQuadTree80000, 80000, 60388.5, 604.256
updateWithQuadTree81000, 81000, 62047.4, 605.256
updateWithQuadTree82000, 82000, 64222.8, 606.256
updateWithQuadTree83000, 83000, 65865.9, 607.256
updateWithQuadTree84000, 84000, 69317.8, 608.256
updateWithQuadTree85000, 85000, 72328.3, 609.256
updateWithQuadTree86000, 86000, 73742.5, 610.256
updateWithQuadTree87000, 87000, 76158.8, 611.256
updateWithQuadTree88000, 88000, 80093.6, 612.256
updateWithQuadTree89000, 89000, 82626.9, 613.256
updateWithQuadTree9000, 9000, 400.645, 489.096
updateWithQuadTree90000, 90000, 83564.7, 614.256
updateWithQuadTree91000, 91000, 84755.4, 615.256
updateWithQuadTree92000, 92000, 88446.7, 616.256
updateWithQuadTree93000, 93000, 90969.2, 617.256
updateWithQuadTree94000, 94000, 96044, 618.256
updateWithQuadTree95000, 95000, 118728, 619.256
updateWithQuadTree96000, 96000, 123452, 620.256
updateWithQuadTree97000, 97000, 124140, 621.256
updateWithQuadTree98000, 98000, 128585, 622.256
updateWithQuadTree99000, 99000, 134291, 623.256
